"Year","No","Title","Artist","trackid","spotifyartist","Acousticness"
2012,"83","""Love You like a Love Song""","Selena Gomez & the Scene","0laYHRpNTS6i8FXdupHkJ4","Selena Gomez & The Scene",0.0715
2012,"84","""Turn Up the Music""","Chris Brown","0UlHiqi7seV02XNHLMtfGK","Chris Brown",0.000238
2012,"85","""Die Young""","Kesha","6mnjcTmK8TewHfyOp3fC9C","Kesha",0.00498
2012,"86","""5 O'Clock""","T-Pain featuring Wiz Khalifa and Lily Allen",NA,NA,NA
2012,"87","""A Thousand Years""","Christina Perri","6lanRgr6wXibZr8KgzXxBl","Christina Perri",0.309
2012,"88","""Take a Little Ride""","Jason Aldean","1rOoICPf1JpkRpX5PNuJt2","Jason Aldean",0.055
2012,"89","""You da One""","Rihanna","3Yt9lRtS5V4nbJnwcgFgvC","Rihanna",0.512
2012,"90","""We Run the Night""","Havana Brown featuring Pitbull",NA,NA,NA
2012,"91","""It's Time""","Imagine Dragons","6BtmXhTJMM9sBTHeYYASGz","Imagine Dragons",0.0178
2012,"92","""Cashin' Out""","Cash Out","1POAx4NMLOBPVKZUSsBh92","Ca$h Out",0.149
2012,"93","""I Don't Want This Night to End""","Luke Bryan","0cV4xwUA4ue2deqq4CZFko","Luke Bryan",0.0275
2012,"94","""Diamonds""","Rihanna","7Kt59L2ZZGtOnIhvMwzG6f","Rihanna",0.00118
2012,"95","""Hard to Love""","Lee Brice","6E9V9TRlVOLjenGjHemzEH","Lee Brice",0.0119
2012,"96","""Somethin' 'Bout a Truck""","Kip Moore","6Ymvlzom4TQeoKqAWsZRD8","Kip Moore",0.0697
2012,"97","""Adorn""","Miguel","3trS6e40JCVUOpPVt5OdHj","Miguel",0.0543
2012,"98","""Fly Over States""","Jason Aldean","5r6hrzcBhlnV9eDSKD2WQ9","Jason Aldean",0.0644
2012,"99","""Even If It Breaks Your Heart""","Eli Young Band","0Nu9WA8kEbBWEsay2s8Q0U","Eli Young Band",0.000159
2012,"100","""Burn It Down""","Linkin Park","7oVEtyuv9NBmnytsCIsY5I","Linkin Park",0.0143
2013,"1","""Thrift Shop""","Macklemore and Ryan Lewis featuring Wanz",NA,NA,NA
2013,"2","""Blurred Lines""","Robin Thicke featuring T.I. and Pharrell Williams",NA,NA,NA
2013,"3","""Radioactive""","Imagine Dragons","4G8gkOterJn0Ywt6uhqbhp","Imagine Dragons",0.126
2013,"4","""Harlem Shake""","Baauer","01XFgRZfZI7oBagNf1Loml","Baauer",0.0111
2013,"5","""Can't Hold Us""","Macklemore and Ryan Lewis featuring Ray Dalton",NA,NA,NA
2013,"6","""Mirrors""","Justin Timberlake","2JZKXgq5zsokN01KWyiY6n","Justin Timberlake",0.234
2013,"7","""Just Give Me a Reason""","Pink featuring Nate Ruess",NA,NA,NA
2013,"8","""When I Was Your Man""","Bruno Mars","0nJW01T7XtvILxQgC5J7Wh","Bruno Mars",0.932
2013,"9","""Cruise""","Florida Georgia Line featuring Nelly",NA,NA,NA
2013,"10","""Roar""","Katy Perry","6F5c58TMEs1byxUstkzVeM","Katy Perry",0.00569
2013,"11","""Locked Out of Heaven""","Bruno Mars","3w3y8KPTfNeOKPiqUTakBh","Bruno Mars",0.049
2013,"12","""Ho Hey""","The Lumineers","0W4Kpfp1w2xkY3PrV714B7","The Lumineers",0.794
2013,"13","""Stay""","Rihanna featuring Mikky Ekko","0I5s8Y2FnmsfYDDdOPfc36","Pop Voice Nation",0.847
2013,"14","""Get Lucky""","Daft Punk featuring Pharrell Williams",NA,NA,NA
2013,"15","""Royals""","Lorde","2dLLR6qlu5UJ5gk0dKz0h3","Lorde",0.106
2013,"16","""I Knew You Were Trouble""","Taylor Swift","7omEZ9WPvr5Yq8oWxdyIs8","Rockabye Baby!",0.824
2013,"17","""We Can't Stop""","Miley Cyrus","2y4lAQpi5VTNLu2ldeTdUH","Miley Cyrus",0.00882
2013,"18","""Wrecking Ball""","Miley Cyrus","2vwlzO0Qp8kfEtzTsCXfyE","Miley Cyrus",0.407
2013,"19","""Wake Me Up""","Avicii","4h8VwCb1MTGoLKueQ1WgbD","Avicii",0.00346
2013,"20","""Suit & Tie""","Justin Timberlake featuring Jay-Z",NA,NA,NA
2013,"21","""Cups (Pitch Perfect's When I'm Gone)""","Anna Kendrick","0xkwgNLWk6I1gdOLmOiGSR","Cups",0.488
2013,"22","""Holy Grail""","Jay Z featuring Justin Timberlake",NA,NA,NA
2013,"23","""Scream & Shout""","will.i.am featuring Britney Spears",NA,NA,NA
2013,"24","""Clarity""","Zedd featuring Foxes",NA,NA,NA
2013,"25","""Sail""","Awolnation","5xhQChGGhKLWqBqX4XhtYE","AWOLNATION",0.452
2013,"26","""Don't You Worry Child""","Swedish House Mafia featuring John Martin",NA,NA,NA
2013,"27","""Diamonds""","Rihanna","7Kt59L2ZZGtOnIhvMwzG6f","Rihanna",0.00118
2013,"28","""I Love It""","Icona Pop featuring Charli XCX",NA,NA,NA
2013,"29","""Safe and Sound""","Capital Cities","6Z8R6UsFuGXGtiIxiD8ISb","Capital Cities",0.000194
2013,"30","""Treasure""","Bruno Mars","55h7vJchibLdUkxdlX3fK7","Bruno Mars",0.0412
2013,"31","""The Way""","Ariana Grande featuring Mac Miller",NA,NA,NA
2013,"32","""Started from the Bottom""","Drake","6V2D8Lls36APk0THDjBDfE","Drake",0.0378
2013,"33","""Come & Get It""","Selena Gomez","7Gkphzdh5ouurEt7JT49Yu","Selena Gomez",0.00946
2013,"34","""Hold On, We're Going Home""","Drake featuring Majid Jordan",NA,NA,NA
2013,"35","""Daylight""","Maroon 5","6TwfdLbaxTKzQi3AgsZNzx","Maroon 5",0.00344
2013,"36","""Feel This Moment""","Pitbull featuring Christina Aguilera",NA,NA,NA
2013,"37","""Applause""","Lady Gaga","2Zj4FUsMtu9PMuJsHbGbdv","Lady Gaga",0.0253
2013,"38","""One More Night""","Maroon 5","4XNrMwGx1SqP01sqkGTDmo","Maroon 5",0.0563
2013,"39","""Love Me""","Lil Wayne featuring Drake and Future",NA,NA,NA
2013,"40","""My Songs Know What You Did in the Dark (Light Em Up)""","Fall Out Boy","7s0lDK7y3XLmI7tcsRAbW0","Fall Out Boy",0.0313
2013,"41","""Fuckin' Problems""","ASAP Rocky featuring Drake, 2 Chainz and Kendrick Lamar",NA,NA,NA
2013,"42","""Beauty and a Beat""","Justin Bieber featuring Nicki Minaj",NA,NA,NA
2013,"43","""Same Love""","Macklemore and Ryan Lewis featuring Mary Lambert",NA,NA,NA
2013,"44","""Sweet Nothing""","Calvin Harris featuring Florence Welch",NA,NA,NA
2013,"45","""Summertime Sadness""","Lana Del Rey and Cédric Gervais",NA,NA,NA
2013,"46","""Home""","Phillip Phillips","2ZQyksYO4zzhyHNcueL0CP","Phillip Phillips",0.0215
2013,"47","""It's Time""","Imagine Dragons","6BtmXhTJMM9sBTHeYYASGz","Imagine Dragons",0.0178
2013,"48","""Power Trip""","J. Cole featuring Miguel","7iv2SMNIgKxXerLuGNAXKC","The Hip Hop Nation",0.00482
2013,"49","""Girl on Fire""","Alicia Keys","4esOae7i4rqTbAu9o5Pxco","Alicia Keys",0.135
2013,"50","""Heart Attack""","Demi Lovato","1V6gIisPpYqgFeWbMLI0bA","Demi Lovato",0.0781
2013,"51","""Love Somebody""","Maroon 5","0HnaqUxvHP5LaWdmWwJpiS","Maroon 5",0.142
2013,"52","""I Will Wait""","Mumford & Sons","2JHBMVs8E7bJJBLkXpKgHn","Mumford & Sons",0.0165
2013,"53","""Try""","Pink","01DSvNTUsVROjnSF5j3UbD","P!nk",0.00141
2013,"54","""Wagon Wheel""","Darius Rucker","3xdjjKMcMOFgo1eQrfbogM","Darius Rucker",0.456
2013,"55","""Gangnam Style""","Psy","03UrZgTINDqvnUMbbIMhql","PSY",0.0055
2013,"56","""I Need Your Love""","Calvin Harris featuring Ellie Goulding",NA,NA,NA
2013,"57","""Die Young""","Kesha","6mnjcTmK8TewHfyOp3fC9C","Kesha",0.00498
2013,"58","""Some Nights""","Fun","6t6oULCRS6hnI7rm0h5gwl","fun.",0.0178
2013,"59","""Bad""","Wale featuring Tiara Thomas",NA,NA,NA
2013,"60","""Boys 'Round Here""","Blake Shelton featuring Pistol Annies and Friends",NA,NA,NA
2013,"61","""Gone, Gone, Gone""","Phillip Phillips","5L79aNYCTKiZq7vaOElXYj","Phillip Phillips",0.129
2013,"62","""Demons""","Imagine Dragons","3LlAyCYU26dvFZBDUIMb7a","Imagine Dragons",0.23
2013,"63","""Counting Stars""","OneRepublic","6sy3LkhNFjJWlaeSMNwQ62","OneRepublic",0.0649
2013,"64","""I Cry""","Flo Rida","4bZd0nRuX8HyjeXAUBczvm","Flo Rida",0.00616
2013,"65","""Little Talks""","Of Monsters and Men","3a2tuvXCHbW5nuUckuHkKT","Of Monsters and Men",0.0215
2013,"66","""The Other Side""","Jason Derulo","5FljCWR0cys07PQ9277GTz","Jason Derulo",0.0525
2013,"67","""Berzerk""","Eminem","6Xk7PnitV9jCRorWt2LiVZ","Eminem",0.0228
2013,"68","""Catch My Breath""","Kelly Clarkson","5qxPabNDnJQ551Tf4v6k3j","Kelly Clarkson",0.0251
2013,"69","""Crash My Party""","Luke Bryan","03fT3OHB9KyMtGMt2zwqCT","Luke Bryan",0.0832
2013,"70","""Pour It Up""","Rihanna","76VtA90NKurNqaQpV126Ue","Rihanna",0.021
2013,"71","""22""","Taylor Swift","0vQ49C273ctbO7QqNSMZx3","Rockabye Baby!",0.876
2013,"72","""I Want Crazy""","Hunter Hayes","2tC3NZsLgXr9CXvOKon19c","Hunter Hayes",0.0539
2013,"73","""The Fox (What Does the Fox Say?)""","Ylvis","5HOpkTTVcmZHnthgyxrIL8","Ylvis",0.107
2013,"74","""Best Song Ever""","One Direction","5T7ZFtCcOgkpjxcuaeZbw0","One Direction",0.0227
2013,"75","""The A Team""","Ed Sheeran","1VdZ0vKfR5jneCmWIUAMxK","Ed Sheeran",0.669
2013,"76","""Carry On""","Fun","7gpy7sfWPNuOKmUNs3XQYE","fun.",0.118
2013,"77","""Highway Don't Care""","Tim McGraw featuring Taylor Swift and Keith Urban",NA,NA,NA
2013,"78","""That's My Kind of Night""","Luke Bryan","5HGibWoxnkYSkl6mHmAlOE","Luke Bryan",0.0626
2013,"79","""Swimming Pools (Drank)""","Kendrick Lamar","6REbwUNlppTfcnV4d4ZoZi","Kendrick Lamar",0.0062
2013,"80","""Sure Be Cool If You Did""","Blake Shelton","2byuMQoY8GFXEQ5z3GnXyW","Blake Shelton",0.255
2013,"81","""#Beautiful""","Mariah Carey featuring Miguel",NA,NA,NA
2013,"82","""Troublemaker""","Olly Murs featuring Flo Rida",NA,NA,NA
2013,"83","""Body Party""","Ciara","0rFZaQ4crlGAzuCjWCQ2xu","Ciara",0.0143
2013,"84","""Adorn""","Miguel","3trS6e40JCVUOpPVt5OdHj","Miguel",0.0543
2013,"85","""Hall of Fame""","The Script featuring will.i.am",NA,NA,NA
2013,"86","""Let Me Love You (Until You Learn to Love Yourself)""","Ne-Yo","1Ejsu5JglwIgrFW7Bt2GuL","Ne-Yo",0.262
2013,"87","""U.O.E.N.O.""","Rocko featuring Future and Rick Ross",NA,NA,NA
2013,"88","""Next to Me""","Emeli Sandé",NA,NA,NA
2013,"89","""Mama's Broken Heart""","Miranda Lambert","2mXsZsJBThTaJXbNcg5QD4","Miranda Lambert",0.278
2013,"90","""It Goes Like This""","Thomas Rhett","6GsAD8PgHxmEuIPTG8GP3M","Thomas Rhett",0.126
2013,"91","""Bugatti""","Ace Hood featuring Future and Rick Ross",NA,NA,NA
2013,"92","""Wanted""","Hunter Hayes","0p1BcEcYVO3uk4KDf3gzkY","Hunter Hayes",0.268
2013,"93","""Downtown""","Lady Antebellum","4kY7rYtE4OQkJNq22OIYRI","Lady Antebellum",0.18
2013,"94","""Get Your Shine On""","Florida Georgia Line","6s9ICeczYOfbHHIaSMq9jd","Florida Georgia Line",0.00265
2013,"95","""#thatPower""","will.i.am featuring Justin Bieber",NA,NA,NA
2013,"96","""Brave""","Sara Bareilles","6Uy6K3KdmUdAfelUp0SeXn","Sara Bareilles",0.00502
2013,"97","""Let Her Go""","Passenger","6GmUVqe73u5YRfUUynZK6I","Passenger",0.365
2013,"98","""Runnin' Outta Moonlight""","Randy Houser","7CL6oaDC9d0QXFMQRkNBmy","Randy Houser",0.0371
2013,"99","""I'm Different""","2 Chainz","6J5sxraPPZ4b0CVOGAgpXj","2 Chainz",0.0415
2013,"100","""Still Into You""","Paramore","1yjY7rpaAQvKwpdUliHx0d","Paramore",0.0098
2014,"1","""Happy""","Pharrell Williams","6NPVjNh8Jhru9xOmyQigds","Various Artists",0.286
2014,"2","""Dark Horse""","Katy Perry featuring Juicy J","7vDLA6UKYwZ9D5CW1rCyDh","The Hip Hop Nation",0.0219
2014,"3","""All of Me""","John Legend","3U4isOIWM3VvDubwSI3y7a","John Legend",0.922
2014,"4","""Fancy""","Iggy Azalea featuring Charli XCX",NA,NA,NA
2014,"5","""Counting Stars""","OneRepublic","6sy3LkhNFjJWlaeSMNwQ62","OneRepublic",0.0649
2014,"6","""Talk Dirty""","Jason Derulo featuring 2 Chainz",NA,NA,NA
2014,"7","""Rude""","Magic!","3tCwjWLicbjsMCvXhN0WOE","MAGIC!",0.0435
2014,"8","""All About That Bass""","Meghan Trainor","0ifSeVGUr7py5GggttDhXw","Meghan Trainor",0.0476
2014,"9","""Problem""","Ariana Grande featuring Iggy Azalea",NA,NA,NA
2014,"10","""Stay with Me""","Sam Smith","5Db9VIdDsN5yu3Eu7CT0i4","Sam Smith",0.568
2014,"11","""Timber""","Pitbull featuring Kesha","13yXbu9BAVmfX7p82XC8Wy","The Hip Hop Nation",0.00041
2014,"12","""Pompeii""","Bastille","3gbBpTdY8lnQwqxNCcf795","Bastille",0.078
2014,"13","""Shake It Off""","Taylor Swift","1j2sRZpFUzG6wPJGfRvet3","Twenty One Two",0.0031
2014,"14","""Am I Wrong""","Nico & Vinz","2wqaekenSQZm7hxQOYt8oE","Nico & Vinz",0.162
2014,"15","""Turn Down for What""","DJ Snake and Lil Jon","6OM1Nm9IZMWjJ0ACrBFICu","DJ L Club",0.00501
2014,"16","""The Monster""","Eminem featuring Rihanna","34XS9dsi2pnGcyJ87JNT8f","The Hip Hop Nation",5.31e-05
2014,"17","""Say Something""","A Great Big World and Christina Aguilera","3LO9lYIQGjo9ndtUO6nTIi","Maxx Deluxe",0.98
2014,"18","""Team""","Lorde","3G6hD9B2ZHOsgf4WfNu7X1","Lorde",0.151
2014,"19","""Let Her Go""","Passenger","6GmUVqe73u5YRfUUynZK6I","Passenger",0.365
2014,"20","""Royals""","Lorde","2dLLR6qlu5UJ5gk0dKz0h3","Lorde",0.106
2014,"21","""Let It Go""","Idina Menzel","0qcr5FMsEO85NAQjrlDRKo","Various Artists",0.556
2014,"22","""Wake Me Up""","Avicii","4h8VwCb1MTGoLKueQ1WgbD","Avicii",0.00346
2014,"23","""Demons""","Imagine Dragons","3LlAyCYU26dvFZBDUIMb7a","Imagine Dragons",0.23
2014,"24","""Story of My Life""","One Direction","4nVBt6MZDDP6tRVdQTgxJg","One Direction",0.225
2014,"25","""Chandelier""","Sia","2s1sdSqGcKxpPr5lCl7jAV","Sia",0.0197
2014,"26","""Black Widow""","Iggy Azalea featuring Rita Ora","3l11RJV8S02FvjONuULImr","The Song Hut",0.966
2014,"27","""Bang Bang""","Jessie J, Ariana Grande, and Nicki Minaj","1z3Q0Vv26kdsSc8KshjNWX","Jessie J",0.0319
2014,"28","""Latch""","Disclosure featuring Sam Smith",NA,NA,NA
2014,"29","""Maps""","Maroon 5","4gbVRS8gloEluzf0GzDOFc","Maroon 5",0.0183
2014,"30","""Loyal""","Chris Brown featuring Lil Wayne and French Montana, Too Short, or Tyga",NA,NA,NA
2014,"31","""Best Day of My Life""","American Authors","5Hroj5K7vLpIG4FNCRIjbP","American Authors",0.0629
2014,"32","""Habits (Stay High)""","Tove Lo","62N2JSA0jHmSH7Va9t7hIf","Tove Lo",0.0013
2014,"33","""Summer""","Calvin Harris","6YUTL4dYpB9xZO5qExPf05","Calvin Harris",0.0211
2014,"34","""Boom Clap""","Charli XCX","0Y1MWB026LYxGvhq4EcMiC","Charli XCX",0.154
2014,"35","""Drunk in Love""","Beyoncé featuring Jay Z",NA,NA,NA
2014,"36","""Anaconda""","Nicki Minaj","794F99D5BQHS5ZGRXAs7I5","Nicki Minaj",0.0723
2014,"37","""Break Free""","Ariana Grande featuring Zedd","3KNoPGasiQ5Fp4UNSSCo4j","The Song Hut",0.967
2014,"38","""Bailando""","Enrique Iglesias featuring Descemer Bueno and Gente de Zona",NA,NA,NA
2014,"39","""Burn""","Ellie Goulding","0xMd5bcWTbyXS7wPrBtZA6","Ellie Goulding",0.296
2014,"40","""Wiggle""","Jason Derulo featuring Snoop Dogg",NA,NA,NA
2014,"41","""Rather Be""","Clean Bandit featuring Jess Glynne","3i9ZZHJ7ErAxdtxzagiajy","The Song Hut",0.949
2014,"42","""Don't Tell 'Em""","Jeremih featuring YG",NA,NA,NA
2014,"43","""Show Me""","Kid Ink featuring Chris Brown",NA,NA,NA
2014,"44","""Wrecking Ball""","Miley Cyrus","2vwlzO0Qp8kfEtzTsCXfyE","Miley Cyrus",0.407
2014,"45","""Not a Bad Thing""","Justin Timberlake","1JmPASoql4lnXimD5ICqRP","Justin Timberlake",0.271
2014,"46","""Roar""","Katy Perry","6F5c58TMEs1byxUstkzVeM","Katy Perry",0.00569
2014,"47","""Ain't It Fun""","Paramore","1j8z4TTjJ1YOdoFEDwJTQa","Paramore",0.154
2014,"48","""The Man""","Aloe Blacc","2stPxcgjdSImK7Gizl8ZUN","Aloe Blacc",0.0346
2014,"49","""This Is How We Roll""","Florida Georgia Line featuring Luke Bryan",NA,NA,NA
2014,"50","""Classic""","MKTO","6FE2iI43OZnszFLuLtvvmg","MKTO",0.0384
2014,"51","""A Sky Full of Stars""","Coldplay","0FDzzruyVECATHXKHFs9eJ","Coldplay",0.00713
2014,"52","""Don't""","Ed Sheeran","2dfHh7ECGxfNqZTQno09Vk","Ed Sheeran",0.719
2014,"53","""Na Na""","Trey Songz","5maiP9UMnTSgoxPX8X3bdz","Trey Songz",0.328
2014,"54","""Hot Boy""","Bobby Shmurda","0rFke7eNFHbGuGJUdRgjB2","Bobby Shmurda",0.042
2014,"55","""Hold On, We're Going Home""","Drake featuring Majid Jordan",NA,NA,NA
2014,"56","""Sing""","Ed Sheeran","6K8qKeWo5MsFED7wCR6Kop","Ed Sheeran",0.304
2014,"57","""Radioactive""","Imagine Dragons","4G8gkOterJn0Ywt6uhqbhp","Imagine Dragons",0.126
2014,"58","""My Hitta""","YG featuring Jeezy and Rich Homie Quan",NA,NA,NA
2014,"59","""Cool Kids""","Echosmith","13P5rwmk2EsoFRIz9UCeh9","Echosmith",0.0372
2014,"60","""Hey Brother""","Avicii","4RXpgGM7A4Hg7cFBoH5KyF","Avicii",0.0279
2014,"61","""Trumpets""","Jason Derulo","5KONnBIQ9LqCxyeSPin26k","Jason Derulo",0.555
2014,"62","""Animals""","Maroon 5","2bL2gyO6kBdLkNSkxXNh6x","Maroon 5",0.00018
2014,"63","""Burnin' It Down""","Jason Aldean","4J37kFNUhbX5NV1VFdVLSH","Jason Aldean",0.307
2014,"64","""Play It Again""","Luke Bryan",NA,NA,NA
2014,"65","""2 On""","Tinashe featuring ScHoolboy Q",NA,NA,NA
2014,"66","""Dirt""","Florida Georgia Line","5CXnIPD6rTjszYYQm6fY2P","Florida Georgia Line",0.0661
2014,"67","""Love Runs Out""","OneRepublic","5BJSZocnCeSNeYMj3iVqM7","OneRepublic",0.165
2014,"68","""Bottoms Up""","Brantley Gilbert","477pWnF7WFWb9Qs6g8rs4J","Brantley Gilbert",0.143
2014,"69","""Shower""","Becky G","3DmW6y7wTEYHJZlLo1r6XJ","Becky G",0.0317
2014,"70","""Me and My Broken Heart""","Rixton","1oew3nFNY3vMacJAsvry0S","Rixton",0.00682
2014,"71","""Animals""","Martin Garrix","6JEntXLt4z98CcDtIH9sU7","Martin Garrix",0.00181
2014,"72","""Lifestyle""","Rich Gang featuring Young Thug and Rich Homie Quan",NA,NA,NA
2014,"73","""American Kids""","Kenny Chesney","1dgWTMoHwTUnQhOQ8SR5fV","Kenny Chesney",0.0476
2014,"74","""Brave""","Sara Bareilles","6Uy6K3KdmUdAfelUp0SeXn","Sara Bareilles",0.00502
2014,"75","""Sweater Weather""","The Neighbourhood","2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood",0.0495
2014,"76","""Leave the Night On""","Sam Hunt","3wx2kQWPn9p5UppQbNhPAk","Sam Hunt",0.0996
2014,"77","""New Flame""","Chris Brown featuring Usher and Rick Ross",NA,NA,NA
2014,"78","""Love Never Felt So Good""","Michael Jackson and Justin Timberlake","5IqInwwsuETolsprfOFwzR","Michael Jackson",0.112
2014,"79","""Drunk on a Plane""","Dierks Bentley","1soxUgYIZb1qx1c7o1Lc7z","Dierks Bentley",0.00512
2014,"80","""Birthday""","Katy Perry","2xLOMHjkOK8nzxJ4r6yOKR","Katy Perry",0.103
2014,"81","""Bartender""","Lady Antebellum","6olKv2HP3XgBpvVxAswowe","Lady Antebellum",0.016
2014,"82","""La La La""","Naughty Boy featuring Sam Smith",NA,NA,NA
2014,"83","""Blurred Lines""","Robin Thicke featuring T.I. and Pharrell",NA,NA,NA
2014,"84","""Do What U Want""","Lady Gaga featuring R. Kelly",NA,NA,NA
2014,"85","""Can't Remember to Forget You""","Shakira featuring Rihanna",NA,NA,NA
2014,"86","""Amnesia""","5 Seconds of Summer","1JCCdiru7fhstOIF4N7WJC","5 Seconds of Summer",0.0283
2014,"87","""No Mediocre""","T.I. featuring Iggy Azalea",NA,NA,NA
2014,"88","""Come with Me Now""","KONGOS","2kWowW0k4oFymhkr7LmvzO","KONGOS",0.0311
2014,"89","""Believe Me""","Lil Wayne featuring Drake",NA,NA,NA
2014,"90","""23""","Mike WiLL Made-It featuring Miley Cyrus, Wiz Khalifa, and Juicy J",NA,NA,NA
2014,"91","""Beachin'""","Jake Owen","5dNGORzxFb5z3v7vSAFkTU","Jake Owen",0.344
2014,"92","""White Walls""","Macklemore & Ryan Lewis featuring ScHoolboy Q and Hollis",NA,NA,NA
2014,"93","""She Looks So Perfect""","5 Seconds of Summer","1gugDOSMREb34Xo0c1PlxM","5 Seconds of Summer",0.000668
2014,"94","""Stay the Night""","Zedd featuring Hayley Williams","2QtJA4gbwe1AcanB2p21aP","Zedd",0.134
2014,"95","""Partition""","Beyoncé",NA,NA,NA
2014,"96","""Studio""","ScHoolboy Q featuring BJ the Chicago Kid",NA,NA,NA
2014,"97","""0 to 100 / The Catch Up""","Drake","4jtyUzZm9WLc2AdaJ1dso7","Drake",0.763
2014,"98","""I Don't Dance""","Lee Brice","5aj0xPGiEUN3aI2oOYu14S","Lee Brice",0.399
2014,"99","""Somethin' Bad""","Miranda Lambert and Carrie Underwood","2MsxSY8BryIOQsjmr1vfhI","Instrumental Music Makers",2.55e-05
2014,"100","""Adore You""","Miley Cyrus","5AnCLGg35ziFOloEnXK4uu","Miley Cyrus",0.111
2015,"1","""Uptown Funk""","Mark Ronson featuring Bruno Mars",NA,NA,NA
2015,"2","""Thinking Out Loud""","Ed Sheeran","34gCuhDGsG4bRPIf9bb02f","Ed Sheeran",0.474
2015,"3","""See You Again""","Wiz Khalifa featuring Charlie Puth","4JZ9NUioOgDEVjDuBGukRV","Once Jamison",0.445
2015,"4","""Trap Queen""","Fetty Wap","2d8JP84HNLKhmd6IYOoupQ","Fetty Wap",0.0244
2015,"5","""Sugar""","Maroon 5","2iuZJX9X9P0GKaE93xcPjk","Maroon 5",0.052
2015,"6","""Shut Up and Dance""","Walk the Moon","4kbj5MwxO1bq9wjT5g9HaA","WALK THE MOON",0.00701
2015,"7","""Blank Space""","Taylor Swift","2muXrVYHVCUOuth8MePP3K","Rockabye Baby!",0.921
2015,"8","""Watch Me""","Silentó",NA,NA,NA
2015,"9","""Earned It""","The Weeknd","2PIvq1pGrUjY007X5y1UpM","The Weeknd",0.404
2015,"10","""The Hills""","The Weeknd","7fBv7CLKzipRk6EC6TWHOB","The Weeknd",0.0635
2015,"11","""Cheerleader""","OMI","2XPc8gL9PwxGURQFcFaDJR","OMI",0.146
2015,"12","""Can't Feel My Face""","The Weeknd","22VdIZQfgXJea34mQxlt81","The Weeknd",0.109
2015,"13","""Love Me Like You Do""","Ellie Goulding","2l8w0zZVn4AZNuzrht7MRT","Ellie Goulding",0.24
2015,"14","""Take Me to Church""","Hozier","0aOluBqXYd0rFSCsgDyAWX","Hozier",0.634
2015,"15","""Bad Blood""","Taylor Swift featuring Kendrick Lamar",NA,NA,NA
2015,"16","""Lean On""","Major Lazer and DJ Snake featuring MØ",NA,NA,NA
2015,"17","""Want to Want Me""","Jason Derulo","7oGZAicScQt96OAW4AruYy","Jason Derulo",0.00906
2015,"18","""Shake It Off""","Taylor Swift","1j2sRZpFUzG6wPJGfRvet3","Twenty One Two",0.0031
2015,"19","""Where Are Ü Now""","Skrillex and Diplo featuring Justin Bieber",NA,NA,NA
2015,"20","""Fight Song""","Rachel Platten","37f4ITSlgPX81ad2EvmVQr","Rachel Platten",0.0549
2015,"21","""679""","Fetty Wap featuring Remy Boyz",NA,NA,NA
2015,"22","""Lips Are Movin""","Meghan Trainor","6gj08XDlv9Duc2fPOxUmVD","Meghan Trainor",0.0506
2015,"23","""Worth It""","Fifth Harmony featuring Kid Ink",NA,NA,NA
2015,"24","""Post to Be""","Omarion featuring Chris Brown and Jhené Aiko",NA,NA,NA
2015,"25","""Honey, I'm Good.""","Andy Grammer","4orphgwPHHRsdEkfUmANSD","Andy Grammer",0.0378
2015,"26","""I'm Not the Only One""","Sam Smith","0fioLzGM8ngbD1w6fMmm45","Sam Smith",0.554
2015,"27","""Good for You""","Selena Gomez featuring ASAP Rocky",NA,NA,NA
2015,"28","""All About That Bass""","Meghan Trainor","0ifSeVGUr7py5GggttDhXw","Meghan Trainor",0.0476
2015,"29","""Style""","Taylor Swift","2ld6vbT6pGBbi6IS6PI4ia","Rockabye Baby!",0.808
2015,"30","""Hotline Bling""","Drake","0wwPcA6wtMf6HUMpIRdeP7","Drake",0.00302
2015,"31","""Hey Mama""","David Guetta featuring Nicki Minaj, Bebe Rexha, and Afrojack",NA,NA,NA
2015,"32","""G.D.F.R.""","Flo Rida featuring Sage the Gemini and Lookas",NA,NA,NA
2015,"33","""What Do You Mean?""","Justin Bieber","4B0JvthVoAAuygILe3n4Bs","Justin Bieber",0.61
2015,"34","""Photograph""","Ed Sheeran","1HNkqx9Ahdgi1Ixy2xkKkL","Ed Sheeran",0.607
2015,"35","""Hello""","Adele","0ENSn4fwAbCGeFGVUbXEU3","Adele",0.336
2015,"36","""Stitches""","Shawn Mendes","5jsw9uXEGuKyJzs0boZ1bT","Shawn Mendes",0.0196
2015,"37","""Talking Body""","Tove Lo","10sqe2FD4eb8MovY8Nyaii","Tove Lo",0.105
2015,"38","""Jealous""","Nick Jonas","5NQJnRpJHRaupdegphntQT","Nick Jonas",0.0108
2015,"39","""Time of Our Lives""","Pitbull and Ne-Yo","0oIbQYqKq55AlciHKueucs","Chart Topping Karaoke",0.0231
2015,"40","""Locked Away""","R. City featuring Adam Levine",NA,NA,NA
2015,"41","""Somebody""","Natalie La Rose featuring Jeremih",NA,NA,NA
2015,"42","""FourFiveSeconds""","Rihanna, Kanye West, and Paul McCartney","1ysVQ9torsd9eXfV97LPN1","Various Artists",0.736
